"","13","14"
"Feature1",0.823910156336466,0.783596620379787
"Feature2",1.21924987609097,1.24543846225501
"Feature3",1.18891663370646,1.27504687701975
"Feature4",1.25197406597395,1.26576441795499
"Feature5",0.783060382524176,0.774125718373277
"Feature6",0.984886904407476,0.950064802392914
"Feature7",0.942345573002646,1.05097801277574
"Feature8",0.981849208942836,1.08539663015518
"Feature9",0.887816447407523,0.859253071173033
"Feature10",0.871130071883677,0.906896959249995
"Feature11",1.24655006792301,1.16864409158082
"Feature12",1.06203236554495,1.2147080267298
"Feature13",0.97256320542943,1.19257972372511
"Feature14",0.847074650078338,0.740643863111712
"Feature15",0.818556959954505,0.840602659636906
"Feature16",0.473019789942658,0.492234150750826
"Feature17",0.814990951416817,0.814574312117466
"Feature18",1.2828962713924,1.3342977282794
"Feature19",0.916490143829176,0.840790429866381
"Feature20",0.564654301231713,0.548730976303099
"Feature21",1.06305180221405,0.976257827101859
"Feature22",0.329711739770831,0.273176406193944
"Feature23",0.93929962464945,0.96949745555669
"Feature24",1.02244764450804,0.917658241762711
"Feature25",0.981022870741912,1.0072594381455
"Feature26",0.874854224039966,0.824045527763419
"Feature27",1.13973220503315,1.00279119411406
"Feature28",1.22503900338089,1.17260003910723
"Feature29",1.43357518021773,1.3382247692539
"Feature30",1.21300957029165,1.10513420914577
"Feature31",0.854820676049556,0.809619778423035
"Feature32",0.939410426376152,0.842797500926589
"Feature33",1.16532180991317,1.18162073925343
"Feature34",0.770338303044233,0.771554012354722
"Feature35",0.857667082240438,0.903615308083161
"Feature36",0.342559044698827,0.41853451852699
"Feature37",1.00333626079773,0.927844344928204
"Feature38",0.452733090935691,0.407257350311807
"Feature39",0.946124623492227,0.891550649256018
"Feature40",0.94312685204517,0.926179466813688
"Feature41",1.01902928693956,0.966548849052636
"Feature42",0.838310460445863,0.930119687187273
"Feature43",0.959015635170814,1.02487366023321
"Feature44",1.21896493955741,1.23291885885899
"Feature45",0.662127935318153,0.716359648974386
"Feature46",0.614638340180687,0.614671394165312
"Feature47",0.629555900217457,0.547621406078958
"Feature48",0.979363138247272,1.15565025742136
"Feature49",0.791460278344798,0.767786740926919
"Feature50",1.18778800694526,1.25497922817868
"Feature51",0.8303304161925,0.806603410366651
"Feature52",0.911103761632594,0.790677716056056
"Feature53",1.02355344028341,0.990409966135929
"Feature54",0.538177057176527,0.695850942205834
"Feature55",0.523541048041588,0.550515411695815
"Feature56",0.850319529000026,0.74035404622948
"Feature57",0.589874063052071,0.690975839879772
"Feature58",0.686215109606498,0.739233647977582
"Feature59",1.16086654231606,1.00004651814133
"Feature60",0.448810752309797,0.5295908315963
"Feature61",0.728467994669439,0.791357182763761
"Feature62",1.30434469698858,1.3900108916369
"Feature63",0.775557154974207,0.814701669138172
"Feature64",1.19381209802896,1.24708348260252
"Feature65",1.44784523872318,1.28715668719764
"Feature66",0.613748103693335,0.581445707518671
"Feature67",0.938008325852936,1.0353759181465
"Feature68",0.99583460480878,0.943198337712653
"Feature69",0.495141554357738,0.646860115674857
"Feature70",1.06227448071182,0.96210478095616
"Feature71",0.805906863640809,0.857297787747936
"Feature72",1.05790546902768,1.14194721522422
"Feature73",1.01737624833719,1.06571615106868
"Feature74",1.24184685650877,1.23092938073999
"Feature75",0.468144026115787,0.406255360904322
"Feature76",1.22677114651786,1.12046200235009
"Feature77",0.484188664463473,0.40366938917264
"Feature78",0.708076623562838,0.71569030440386
"Feature79",1.03006551595601,1.12012855350917
"Feature80",0.981652076896132,0.932692361629223
"Feature81",0.934387718304008,0.96044721176113
"Feature82",0.86162667652028,0.818514932061306
"Feature83",0.592557070727043,0.520287622445722
"Feature84",1.03235904839077,0.952924133623545
"Feature85",0.946734498444196,1.07893086141681
"Feature86",0.612213480235993,0.505635024760482
"Feature87",1.11195178690262,1.09748800956812
"Feature88",0.691687739676824,0.674912620137655
"Feature89",0.757607102089814,0.723261155535404
"Feature90",0.947965052307355,1.13522635481016
"Feature91",0.559372893600022,0.628547918732151
"Feature92",1.07128717175436,1.12182120178108
"Feature93",0.480691089975792,0.561650207731156
"Feature94",0.941844717126666,0.917663192456665
"Feature95",0.824947159950912,0.778108005341066
"Feature96",0.856937645047896,0.851097868473067
"Feature97",0.786295584181507,0.75872329771023
"Feature98",1.24654292801775,1.23753142517253
"Feature99",0.92402521536478,0.895730470456541
"Feature100",1.089906675472,0.924136258445294
"Feature101",1.1053148311471,1.05519428486261
"Feature102",0.840442677107301,0.960506027342241
"Feature103",0.738239758173187,0.63830787104112
"Feature104",0.812497485041962,0.92720859224304
"Feature105",0.75232978799096,0.758099797507709
"Feature106",1.07932712454425,1.00626531025647
"Feature107",0.801560313435188,0.785784773407106
"Feature108",0.820518986701767,0.843029197741514
"Feature109",0.71415256629982,0.838875360109115
"Feature110",0.711553748594282,0.759218237353121
"Feature111",0.711452379530234,0.679984098017959
"Feature112",0.892022793329416,0.885209292443286
"Feature113",0.667758111008987,0.713201806959793
"Feature114",0.751484336653865,0.692951225172311
"Feature115",0.677584034011422,0.636894564385636
"Feature116",0.7795911797307,0.681166097645756
"Feature117",1.00348759207959,1.11700738221918
"Feature118",0.708593260122625,0.751124793441758
"Feature119",0.648746458107846,0.707490996476381
"Feature120",0.959572154203215,1.0119921174779
"Feature121",1.0160400755832,0.948409454896188
"Feature122",0.926614470550202,1.06510724464208
"Feature123",1.14265065059675,1.12254047766113
"Feature124",0.443194782299217,0.532333840317819
"Feature125",0.758710206025598,0.708153606655575
"Feature126",0.73453411051025,0.691705564744329
"Feature127",0.881361484973563,0.825695491496414
"Feature128",1.41942303339813,1.39556784484679
"Feature129",0.933808032941633,0.877560542287951
"Feature130",1.27729861826927,1.2528974462846
"Feature131",1.25485110192133,1.22672940885342
"Feature132",1.4403307297827,1.36794155393221
"Feature133",0.873887030678631,0.817726259171224
"Feature134",0.543979782439452,0.511579612585669
"Feature135",0.526919254660139,0.56720838375223
"Feature136",0.305035330950565,0.32282928795837
"Feature137",0.866289459398389,0.860577284721668
"Feature138",0.720004120352453,0.797819486135064
"Feature139",0.813436629380603,0.910635813025565
"Feature140",1.12996569830131,1.11740759851435
"Feature141",0.855679744261363,0.798689648889068
"Feature142",1.3600129361536,1.38305027466334
"Feature143",1.00682242259939,0.949037064175674
"Feature144",1.15449967947922,1.14169245503466
"Feature145",0.694213058548815,0.790077438885273
"Feature146",1.05362648806124,1.16646147877149
"Feature147",0.569980614045974,0.60437297941257
"Feature148",0.63469097498381,0.636386074199322
"Feature149",1.02827602745411,1.05610667346504
"Feature150",0.511489849087311,0.542615836835801
"Feature151",0.76430649285032,0.63775029592662
"Feature152",1.29406915799552,1.17438972935595
"Feature153",0.640976052526243,0.662558016349231
"Feature154",0.954130723828584,0.925312064879713
"Feature155",1.36862018485839,1.26161335859611
"Feature156",0.98107209717483,1.04277587146809
"Feature157",1.19998109793301,1.20502119812933
"Feature158",1.06906847029415,1.03881273181029
"Feature159",0.633289378555406,0.726694553633881
"Feature160",0.530875406007187,0.522263550360351
"Feature161",0.649329116371481,0.670046946746579
"Feature162",0.696412473400549,0.692713076510608
"Feature163",0.461673642867055,0.568876186628014
"Feature164",0.86880925746169,0.923122314819916
"Feature165",0.620768710194469,0.517831599493625
"Feature166",1.80710264859661,1.77251099302645
"Feature167",0.737048645050964,0.717389694438468
"Feature168",0.395576219740972,0.428681215435998
"Feature169",0.951386697921209,0.803412438362907
"Feature170",1.15563459317792,1.0696511192087
"Feature171",1.02279900869327,0.948878892230564
"Feature172",1.23985458207675,1.30384486509878
"Feature173",0.879963398525309,0.783496226473754
"Feature174",0.820401578142502,0.858004038652142
"Feature175",1.53247759279702,1.45570456256669
"Feature176",0.971111224088185,1.04848285729652
"Feature177",0.965838298287848,0.922490384924727
"Feature178",1.15379713200668,1.03995232775711
"Feature179",1.17822672785923,1.28566344541062
"Feature180",0.873550512942743,0.924679194929417
"Feature181",0.92695159001565,0.945073804798174
"Feature182",1.08829903106014,1.01376007655414
"Feature183",0.570568572508886,0.544500762548225
"Feature184",0.775469032957407,0.762118201683414
"Feature185",0.925849244829438,0.926641687910125
"Feature186",0.760707132762523,0.655251785909933
"Feature187",0.998552151761179,0.975126963542378
"Feature188",0.673076213489856,0.580734658875302
"Feature189",0.622585649464905,0.52185506027585
"Feature190",0.893958211283629,0.810836039434756
"Feature191",0.721994153369283,0.720189453967025
"Feature192",0.483851877540213,0.50626640218597
"Feature193",0.700783180744881,0.614883179896064
"Feature194",1.85602675175357,1.81199601946279
"Feature195",0.827367065387314,0.814450290083436
"Feature196",0.386518294914875,0.427782413774419
"Feature197",0.934812572452347,0.995672356679763
"Feature198",0.92080497208337,0.888897925361162
"Feature199",1.13331298866064,1.0513814251436
"Feature200",0.708560651135897,0.823797308941012
"Feature201",1.12234980457035,1.07062781828507
"Feature202",1.11067989064741,1.04915149770483
"Feature203",0.964321411856504,0.961238090321287
"Feature204",1.21943498080582,1.2626614533338
"Feature205",0.823024487432706,0.812202370084538
"Feature206",1.06378331190548,1.13301419628613
"Feature207",1.1033338406735,1.03145835821434
"Feature208",0.657125259711304,0.692557985453028
"Feature209",0.892051540831279,0.775314145203413
"Feature210",1.02271331015724,1.05781563593761
"Feature211",0.820789041554229,0.786169480310635
"Feature212",0.998776171421334,0.962401818411534
"Feature213",1.77281721318049,1.59358427750437
"Feature214",0.980249089630735,1.02414541019342
